device location,device type,accuracy value,first seen date,most recent date accessed,temperature,highest value,highest date,lowest value,lowest date
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:18,20.9375,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:19,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:19,20.0625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:21,17.875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:22,20.125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:23,21.625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:24,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:24,20.9375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:26,17.875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:27,20.125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:28,22.3125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:29,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:29,21.8125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:31,17.875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:32,20.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:33,23.0625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:34,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:34,22.6875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:36,17.875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:37,21.1875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:38,23.8125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:39,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:39,23.5625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:41,17.875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:42,21.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:43,24.5625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:44,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:45,24.375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:46,17.9375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:47,22.0625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:48,25.3125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:49,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:50,25.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:51,17.9375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:52,22.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:53,26.0625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:54,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:55,25.8125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:35:56,17.9375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:57,22.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:35:58,26.6875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:35:59,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:00,26.375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:01,17.9375,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:02,23.25,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:03,27.25,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:04,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:05,27.0,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:06,18.0,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:07,23.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:08,27.875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:09,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:10,27.5,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:11,18.0,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:12,24.0625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:13,28.375,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:14,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:15,27.875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:17,18.0,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:17,24.4375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:18,28.8125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:19,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:20,28.3125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:22,18.0,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:22,24.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:23,29.1875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:24,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:25,28.625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:27,18.0,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:27,25.0625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:28,29.5,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:29,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:30,28.875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:32,18.0,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:32,25.375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:33,29.8125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:34,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:35,29.0625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:37,18.0625,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:37,25.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:38,30.125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:39,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:40,29.25,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:42,18.0625,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:43,25.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:43,30.375,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:44,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:45,29.4375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:47,18.0625,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:48,26.125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:48,30.625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:49,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:50,29.5625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:52,18.0625,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:53,26.3125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:53,30.875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:54,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:55,29.625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:36:57,18.0625,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:58,26.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:36:58,31.1875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:36:59,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:00,29.75,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:02,18.0625,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:03,26.75,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:03,31.4375,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:04,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:05,29.875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:07,18.125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:08,26.875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:08,31.8125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:09,17.9375,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:10,29.9375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:12,18.125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:13,27.0625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:14,32.125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:14,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:15,30.0,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:17,18.125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:18,27.1875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:19,32.4375,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:19,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:20,30.0625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:22,18.125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:23,27.375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:24,32.8125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:24,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:25,30.125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:27,18.125,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:28,27.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:29,33.125,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:29,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:30,30.1875,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:32,18.1875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:33,27.6875,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:34,33.5,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:34,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:35,30.3125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:37,18.1875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:38,27.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:39,33.875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:39,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:40,30.375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:42,18.1875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:43,27.9375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:44,34.25,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:44,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:45,30.4375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:47,18.1875,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:48,28.0625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:49,34.625,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:49,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:50,30.5625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:52,18.25,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:53,28.25,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:54,35.0,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:37:55,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:55,30.625,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:37:57,18.25,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:58,28.375,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:37:59,35.375,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:00,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:00,30.75,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:02,18.25,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:03,28.5,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:04,35.75,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:05,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:05,30.8125,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:07,18.25,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:08,28.625,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
3/4inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:09,36.1875,43.5,2023/01/16-18:10:52,19.625,2023/01/17-09:20:25
Furnace flue temp,40,9,2023/01/16-18:10:52,2023/01/17-09:38:10,18.0,121.1875,2023/01/16-18:10:52,17.8125,2023/01/16-18:10:52
HVAC output air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:10,30.9375,46.1875,2023/01/16-18:10:52,18.125,2023/01/17-09:20:25
HVAC return air,40,9,2023/01/16-18:10:52,2023/01/17-09:38:12,18.25,20.125,2023/01/16-18:10:52,17.8125,2023/01/17-09:20:25
3/8inch copper coolant coil,40,9,2023/01/16-18:10:52,2023/01/17-09:38:13,28.8125,30.9375,2023/01/16-18:10:52,19.5,2023/01/16-18:10:52
