Name,Temp,Time
HVAC output air,31.6875,2023/01/17-09:39:26
HVAC output air,31.6875,2023/01/17-09:39:31
HVAC output air,31.5625,2023/01/17-09:39:36
HVAC output air,31.125,2023/01/17-09:39:41
HVAC output air,30.4375,2023/01/17-09:39:46
HVAC output air,29.6875,2023/01/17-09:39:51
HVAC output air,28.8125,2023/01/17-09:39:56
HVAC output air,27.9375,2023/01/17-09:40:01
HVAC output air,27.1875,2023/01/17-09:40:06
HVAC output air,26.375,2023/01/17-09:40:11
HVAC output air,25.625,2023/01/17-09:40:16
